date,student_id,activity
2024-09-09,22149,module_visit
2024-09-09,22149,topic_visit
2024-09-09,22149,topic_visit
2024-09-09,22149,lab_material_download
2024-09-11,22149,module_visit
2024-09-12,22149,module_visit
2024-09-12,22149,topic_visit
2024-09-12,22149,topic_visit
2024-09-12,22149,lab_material_download
2024-09-13,22149,module_visit
2024-09-13,22149,topic_visit
2024-09-13,22149,topic_visit
2024-09-13,22149,lab_material_download
2024-09-13,22149,forum_post_reply
2024-09-16,22149,module_visit
2024-09-16,22149,topic_visit
2024-09-16,22149,topic_visit
2024-09-16,22149,lab_material_download
2024-09-17,22149,module_visit
2024-09-18,22149,module_visit
2024-09-18,22149,topic_visit
2024-09-18,22149,lab_material_download
2024-09-20,22149,module_visit
2024-09-21,22149,module_visit
2024-09-21,22149,topic_visit
2024-09-21,22149,video_lecture_view
2024-09-21,22149,lab_material_download
2024-09-22,22149,module_visit
2024-09-22,22149,topic_visit
2024-09-22,22149,topic_visit
2024-09-22,22149,lab_material_download
2024-09-23,22149,module_visit
2024-09-23,22149,topic_visit
2024-09-23,22149,topic_visit
2024-09-23,22149,video_lecture_view
2024-09-23,22149,lab_material_download
2024-09-23,22149,quiz_attempt
2024-09-24,22149,module_visit
2024-09-25,22149,module_visit
2024-09-25,22149,topic_visit
2024-09-26,22149,module_visit
2024-09-26,22149,topic_visit
2024-09-26,22149,video_lecture_view
2024-09-26,22149,lab_material_download
2024-09-29,22149,module_visit
2024-09-29,22149,topic_visit
2024-09-30,22149,module_visit
2024-10-01,22149,module_visit
2024-10-03,22149,module_visit
2024-10-03,22149,topic_visit
2024-10-03,22149,video_lecture_view
2024-10-03,22149,lab_material_download
2024-10-08,22149,module_visit
2024-10-08,22149,topic_visit
2024-10-08,22149,lab_material_download
2024-10-08,22149,quiz_attempt
2024-10-09,22149,module_visit
2024-10-09,22149,topic_visit
2024-10-09,22149,lab_material_download
2024-10-11,22149,module_visit
2024-10-11,22149,topic_visit
2024-10-11,22149,lab_material_download
2024-10-11,22149,external_link_click
2024-10-11,22149,forum_post_reply
2024-10-11,22149,quiz_attempt
2024-10-14,22149,module_visit
2024-10-16,22149,module_visit
2024-10-17,22149,module_visit
2024-10-17,22149,topic_visit
2024-10-17,22149,lab_material_download
2024-10-17,22149,forum_post_reply
2024-10-21,22149,module_visit
2024-10-21,22149,topic_visit
2024-10-21,22149,topic_visit
2024-10-21,22149,video_lecture_view
2024-10-21,22149,lab_material_download
2024-10-22,22149,module_visit
2024-10-22,22149,topic_visit
2024-10-22,22149,video_lecture_view
2024-10-22,22149,lab_material_download
2024-10-24,22149,module_visit
2024-10-25,22149,module_visit
2024-10-28,22149,module_visit
2024-10-28,22149,topic_visit
2024-10-28,22149,topic_visit
2024-10-28,22149,video_lecture_view
2024-10-28,22149,lab_material_download
2024-10-29,22149,module_visit
2024-10-29,22149,topic_visit
2024-10-29,22149,lab_material_download
2024-10-30,22149,module_visit
2024-10-30,22149,topic_visit
2024-10-30,22149,topic_visit
2024-10-30,22149,video_lecture_view
2024-10-31,22149,module_visit
2024-11-03,22149,module_visit
2024-11-03,22149,topic_visit
2024-11-03,22149,topic_visit
2024-11-03,22149,lab_material_download
2024-11-04,22149,module_visit
2024-11-04,22149,topic_visit
2024-11-04,22149,video_lecture_view
2024-11-06,22149,module_visit
2024-11-07,22149,module_visit
2024-11-07,22149,topic_visit
2024-11-07,22149,lab_material_download
2024-11-08,22149,module_visit
2024-11-08,22149,topic_visit
2024-11-08,22149,topic_visit
2024-11-11,22149,module_visit
2024-11-13,22149,module_visit
2024-11-13,22149,topic_visit
2024-11-13,22149,video_lecture_view
2024-11-13,22149,lab_material_download
2024-11-15,22149,module_visit
2024-11-15,22149,topic_visit
2024-11-15,22149,video_lecture_view
2024-11-16,22149,module_visit
2024-11-16,22149,topic_visit
2024-11-16,22149,lab_material_download
2024-11-18,22149,module_visit
2024-11-18,22149,topic_visit
2024-11-18,22149,video_lecture_view
2024-11-18,22149,lab_material_download
2024-11-19,22149,module_visit
2024-11-19,22149,topic_visit
2024-11-19,22149,topic_visit
2024-11-19,22149,video_lecture_view
2024-11-19,22149,lab_material_download
2024-11-20,22149,module_visit
2024-11-20,22149,topic_visit
2024-11-20,22149,topic_visit
2024-11-20,22149,lab_material_download
2024-11-25,22149,module_visit
2024-11-25,22149,topic_visit
2024-11-25,22149,topic_visit
2024-11-25,22149,video_lecture_view
2024-11-26,22149,module_visit
2024-11-27,22149,module_visit
2024-11-27,22149,topic_visit
2024-11-27,22149,topic_visit
2024-11-27,22149,lab_material_download
2024-11-28,22149,module_visit
2024-11-28,22149,topic_visit
2024-11-28,22149,lab_material_download
2024-11-28,22149,quiz_attempt
2024-09-09,22470,module_visit
2024-09-11,22470,module_visit
2024-09-12,22470,module_visit
2024-09-12,22470,topic_visit
2024-09-12,22470,video_lecture_view
2024-09-12,22470,lab_material_download
2024-09-18,22470,module_visit
2024-09-19,22470,module_visit
2024-09-21,22470,module_visit
2024-09-22,22470,module_visit
2024-09-22,22470,topic_visit
2024-09-24,22470,module_visit
2024-09-24,22470,topic_visit
2024-09-24,22470,topic_visit
2024-09-24,22470,video_lecture_view
2024-09-24,22470,lab_material_download
2024-09-25,22470,module_visit
2024-09-30,22470,module_visit
2024-09-30,22470,topic_visit
2024-09-30,22470,video_lecture_view
2024-09-30,22470,lab_material_download
2024-10-02,22470,module_visit
2024-10-02,22470,topic_visit
2024-10-02,22470,lab_material_download
2024-10-08,22470,module_visit
2024-10-08,22470,topic_visit
2024-10-08,22470,video_lecture_view
2024-10-10,22470,module_visit
2024-10-15,22470,module_visit
2024-10-15,22470,topic_visit
2024-10-15,22470,topic_visit
2024-10-15,22470,video_lecture_view
2024-10-16,22470,module_visit
2024-10-17,22470,module_visit
2024-10-21,22470,module_visit
2024-10-21,22470,topic_visit
2024-10-24,22470,module_visit
2024-10-24,22470,topic_visit
2024-10-26,22470,module_visit
2024-10-26,22470,topic_visit
2024-10-26,22470,video_lecture_view
2024-10-26,22470,lab_material_download
2024-10-29,22470,module_visit
2024-10-29,22470,topic_visit
2024-10-29,22470,topic_visit
2024-10-29,22470,video_lecture_view
2024-10-30,22470,module_visit
2024-10-30,22470,topic_visit
2024-10-30,22470,lab_material_download
2024-11-02,22470,module_visit
2024-11-06,22470,module_visit
2024-11-13,22470,module_visit
2024-11-13,22470,topic_visit
2024-11-13,22470,forum_post_reply
2024-11-14,22470,module_visit
2024-11-18,22470,module_visit
2024-11-18,22470,topic_visit
2024-11-18,22470,topic_visit
2024-11-18,22470,video_lecture_view
2024-11-20,22470,module_visit
2024-11-21,22470,module_visit
2024-11-24,22470,module_visit
2024-11-24,22470,topic_visit
2024-11-24,22470,topic_visit
2024-11-24,22470,lab_material_download
2024-11-25,22470,module_visit
2024-11-25,22470,topic_visit
2024-11-25,22470,video_lecture_view
2024-11-25,22470,lab_material_download
2024-11-27,22470,module_visit
2024-11-28,22470,module_visit
2024-11-28,22470,topic_visit
2024-11-28,22470,video_lecture_view
2024-11-28,22470,lab_material_download
2024-11-29,22470,module_visit
2024-11-29,22470,topic_visit
2024-11-29,22470,video_lecture_view
2024-09-09,22465,module_visit
2024-09-11,22465,module_visit
2024-09-11,22465,topic_visit
2024-09-11,22465,lab_material_download
2024-09-12,22465,module_visit
2024-09-13,22465,module_visit
2024-09-13,22465,topic_visit
2024-09-13,22465,lab_material_download
2024-09-14,22465,module_visit
2024-09-14,22465,topic_visit
2024-09-14,22465,topic_visit
2024-09-14,22465,lab_material_download
2024-09-15,22465,module_visit
2024-09-16,22465,module_visit
2024-09-18,22465,module_visit
2024-09-18,22465,topic_visit
2024-09-18,22465,lab_material_download
2024-09-18,22465,external_link_click
2024-09-25,22465,module_visit
2024-09-25,22465,topic_visit
2024-09-25,22465,topic_visit
2024-09-25,22465,lab_material_download
2024-09-29,22465,module_visit
2024-09-29,22465,topic_visit
2024-09-29,22465,topic_visit
2024-09-29,22465,topic_visit
2024-09-29,22465,forum_post_reply
2024-09-30,22465,module_visit
2024-10-02,22465,module_visit
2024-10-02,22465,topic_visit
2024-10-02,22465,topic_visit
2024-10-02,22465,lab_material_download
2024-10-04,22465,module_visit
2024-10-05,22465,module_visit
2024-10-05,22465,topic_visit
2024-10-05,22465,topic_visit
2024-10-05,22465,video_lecture_view
2024-10-05,22465,lab_material_download
2024-10-06,22465,module_visit
2024-10-06,22465,topic_visit
2024-10-06,22465,topic_visit
2024-10-06,22465,topic_visit
2024-10-07,22465,module_visit
2024-10-07,22465,topic_visit
2024-10-07,22465,video_lecture_view
